,source,source_name,final,final_name,weight
0,245760,Les McCann,334770,Ramsey Lewis,1.191246216612358
1,143367,The Duprees,34867,The Belmonts,1.191246216612358
2,593930,Argent,199995,Genesis,1.191246216612358
3,593930,Argent,925450,Three Dog Night,1.191246216612358
4,161808,Shania Twain,9437,SHeDAISY,1.191246216612358
5,94224,Ike & Tina Turner,46727,Edwin Starr,1.191246216612358
6,94224,Ike & Tina Turner,159214,Dusty Springfield,2.382492433224716
7,94224,Ike & Tina Turner,590285,Billy Preston,1.191246216612358
8,661524,Donna Summer,21334,Stephanie Mills,1.191246216612358
9,661524,Donna Summer,86826,Irene Cara,2.382492433224716
10,661524,Donna Summer,473554,Olivia Newton-John,2.382492433224716
11,251925,Wayne Smith,788508,Beenie Man,1.191246216612358
12,520215,Cactus,611881,Atomic Rooster,1.191246216612358
13,49180,Betty Harris,58361,Betty Everett,1.191246216612358
14,49180,Betty Harris,205180,Dr. John,2.382492433224716
15,567325,The Modern Jazz Quartet,28692,Terry Gibbs,1.191246216612358
16,567325,The Modern Jazz Quartet,646353,George Russell,1.191246216612358
17,567325,The Modern Jazz Quartet,768149,Billy Taylor,1.191246216612358
18,145443,Fito Olivares,4852,Selena,1.191246216612358
19,352294,Pixinguinha,219021,Luiz BonfÃ¡,1.4190675485932571
20,352294,Pixinguinha,219243,VinÃ­cius de Moraes,1.4190675485932571
21,352294,Pixinguinha,292559,Roberto Menescal,1.4190675485932571
22,352294,Pixinguinha,785283,JoÃ£o Gilberto,2.8381350971865142
23,352294,Pixinguinha,797205,Elizeth Cardoso,1.4190675485932571
24,753706,The All-American Rejects,185018,Finch,1.191246216612358
25,446509,Metallica,397880,Nick Cave,1.191246216612358
26,210991,Destiny's Child,31442,Anastacia,2.382492433224716
27,278575,Hoyt Axton,102050,The Kingston Trio,2.382492433224716
28,278575,Hoyt Axton,200791,Waylon Jennings,1.191246216612358
29,243777,LÃ©o FerrÃ©,804476,Charles Aznavour,1.191246216612358
30,680003,Woody Shaw,830319,Hugh Masekela,1.191246216612358
31,796741,Eddy Arnold,903609,Jim Reeves,1.191246216612358
32,798792,Graham Central Station,366164,Rick James,1.191246216612358
33,798792,Graham Central Station,745316,Stanley Clarke,2.382492433224716
34,567374,Dallas Holm,239655,Sandi Patty,1.191246216612358
35,690254,ZZ Top,891264,The Outlaws,1.191246216612358
36,788568,The Dillards,387352,Norman Blake,1.191246216612358
37,79960,Boston,593772,April Wine,1.191246216612358
38,577627,The Who,749970,Ted Nugent,1.191246216612358
39,577627,The Who,767129,The Heartbeats,2.382492433224716
40,82013,The Impressions,577235,The Staple Singers,1.191246216612358
41,28772,The 5th Dimension,69986,Kenny Rogers,2.382492433224716
42,28772,The 5th Dimension,403184,The Osmonds,1.191246216612358
43,204901,Sarah Vaughan,837592,June Christy,1.191246216612358
44,868456,Melba Montgomery,788569,Barbara Mandrell,1.191246216612358
45,131178,James Burton,274822,Lonnie Mack,2.382492433224716
46,131178,James Burton,341137,Roy Buchanan,2.382492433224716
47,131178,James Burton,341652,Roy Clark,1.191246216612358
48,131178,James Burton,793988,Eddie Cochran,2.382492433224716
49,131178,James Burton,816387,Leon Russell,2.382492433224716
50,487534,Molotov,245250,Juanes,1.191246216612358
51,807026,Lyres,476248,The Mooney Suzuki,1.191246216612358
52,471156,Mickey Gilley,69986,Kenny Rogers,1.191246216612358
53,206967,Erroll Garner,642664,George Shearing,1.191246216612358
54,176256,Elisa,769444,BjÃ¶rk,1.6904588483790914
55,317571,Jennifer Love Hewitt,831733,Lindsay Lohan,1.191246216612358
56,143494,The Dubliners,307461,Van Morrison,2.382492433224716
57,145543,Eddie Safranski,494537,Milt Hinton,1.191246216612358
58,784527,Barney Kessel,166767,Charlie Barnet,1.191246216612358
59,784527,Barney Kessel,211758,Charlie Parker,1.191246216612358
60,329883,RX Bandits,185018,Finch,1.191246216612358
61,848034,Jim Croce,69986,Kenny Rogers,2.382492433224716
62,495784,Keely Smith,273531,Liza Minnelli,1.191246216612358
63,200882,Gene Pitney,85410,Billy Joe Royal,2.382492433224716
64,200882,Gene Pitney,98081,Engelbert Humperdinck,2.382492433224716
65,200882,Gene Pitney,159214,Dusty Springfield,1.191246216612358
66,200882,Gene Pitney,578031,The Statler Brothers,2.382492433224716
67,200882,Gene Pitney,821571,Smokey Robinson,2.382492433224716
68,200882,Gene Pitney,864209,Neil Diamond,1.191246216612358
69,934069,Brenda Lee,325401,Petula Clark,2.8381350971865142
70,540883,Guns N' Roses,839037,Little Caesar,1.191246216612358
71,622805,Stevie Wonder,390390,Ohio Players,1.191246216612358
72,817369,Derek & the Dominos,170369,Lynyrd Skynyrd,1.191246216612358
73,817369,Derek & the Dominos,193216,Free,1.191246216612358
74,817369,Derek & the Dominos,313284,Little Feat,1.191246216612358
75,817369,Derek & the Dominos,891264,The Outlaws,1.191246216612358
76,135391,Benny Golson,127949,Jackie McLean,1.191246216612358
77,180449,Freddie Jackson,61226,Babyface,1.191246216612358
78,884962,Regina Belle,38805,Angie Stone,1.191246216612358
79,291043,Journey,241635,Dennis DeYoung,1.191246216612358
80,176358,Jamiroquai,38805,Angie Stone,1.4190675485932571
81,176360,Charlie Robison,785357,James McMurtry,2.382492433224716
82,84209,Kiss,246611,Judas Priest,1.191246216612358
83,84209,Kiss,299471,Scorpions,1.191246216612358
84,358641,Every Avenue,664346,Glassjaw,1.191246216612358
85,495861,Mindy McCready,9437,SHeDAISY,1.191246216612358
86,833782,Liquid Liquid,128440,Duran Duran,1.191246216612358
87,628981,The Buckinghams,864209,Neil Diamond,1.191246216612358
88,198901,Webb Pierce,941579,Buck Owens,1.191246216612358
89,164093,Tammi Terrell,17929,Patti Austin,1.191246216612358
90,164093,Tammi Terrell,40225,Gladys Knight,1.191246216612358
91,164093,Tammi Terrell,59819,Betty Wright,1.191246216612358
92,583935,Sun,89713,Billy Lee Riley,2.8381350971865142
93,542976,Candi Staton,159214,Dusty Springfield,2.382492433224716
94,104714,Kraftwerk,531986,David Bowie,2.382492433224716
95,104714,Kraftwerk,533117,George Clinton,2.8381350971865142
96,104714,Kraftwerk,660507,Giorgio Moroder,2.382492433224716
97,104714,Kraftwerk,926548,Iggy Pop,2.382492433224716
98,846092,Phosphorescent,185615,Gary Stewart,4.027505414940953
99,846092,Phosphorescent,583959,Willie Nelson,4.797750587934196
100,846092,Phosphorescent,756959,Steve Young,4.027505414940953
101,798992,"Emerson, Lake & Palmer",13755,Starcastle,1.191246216612358
102,798992,"Emerson, Lake & Palmer",203008,Rush,1.191246216612358
103,688400,Willis Alan Ramsey,350840,Jimmy Buffett,1.191246216612358
104,954646,Helen O'Connell,189644,Doris Day,1.191246216612358
105,954646,Helen O'Connell,344275,Mel TormÃ©,1.191246216612358
106,954646,Helen O'Connell,857203,Kay Starr,1.191246216612358
107,796950,Elizabeth Cotten,266160,Pete Seeger,1.4190675485932571
108,493848,Aphex Twin,388198,Neurosis,2.382492433224716
109,493848,Aphex Twin,588887,Thom Yorke,2.382492433224716
110,690456,Youth of Today,798606,Fugazi,1.191246216612358
111,790820,Tool,813946,Deftones,1.191246216612358
112,86312,The Judds,753237,Suzy Bogguss,1.191246216612358
113,10538,Spandau Ballet,34382,Paul Young,1.191246216612358
114,753963,The Association,69986,Kenny Rogers,2.382492433224716
115,569644,Wizzard,936425,Todd Rundgren,1.191246216612358
116,182598,MC5,749970,Ted Nugent,1.191246216612358
117,26952,Smokie Norful,690718,Yolanda Adams,1.4190675485932571
118,799053,Donovan,667794,Gordon Lightfoot,2.382492433224716
119,335,PJ Harvey,680476,Hole,1.191246216612358
120,569685,The Temptations,46727,Edwin Starr,1.191246216612358
121,569685,The Temptations,390390,Ohio Players,1.191246216612358
122,569685,The Temptations,533117,George Clinton,1.191246216612358
123,239961,Johnny Kidd & the Pirates,296487,Roger Daltrey,1.191246216612358
124,760154,Blind Faith,655273,Ginger Baker,1.191246216612358
125,31067,Solomon Burke,271029,Esther Phillips,1.191246216612358
126,256349,Peggy Lee,325401,Petula Clark,2.382492433224716
127,645474,David Essex,359613,Rick Springfield,1.191246216612358
128,424296,The Righteous Brothers,31685,Paul Simon,1.191246216612358
129,178536,Edgar Winter,297702,Sammy Hagar,1.191246216612358
130,754032,The Beatles,31685,Paul Simon,1.191246216612358
131,754032,The Beatles,38936,Simon & Garfunkel,1.191246216612358
132,754032,The Beatles,69153,Joan Baez,2.382492433224716
133,754032,The Beatles,87597,Ian Hunter,1.191246216612358
134,754032,The Beatles,89021,Jimmy Page,1.191246216612358
135,754032,The Beatles,127451,Jackie DeShannon,1.191246216612358
136,754032,The Beatles,171994,Joe South,1.191246216612358
137,754032,The Beatles,200791,Waylon Jennings,2.382492433224716
138,754032,The Beatles,330575,Neil Sedaka,1.191246216612358
139,754032,The Beatles,403184,The Osmonds,1.191246216612358
140,754032,The Beatles,517796,Brian Poole & the Tremeloes,1.191246216612358
141,754032,The Beatles,541125,Gerry & the Pacemakers,1.191246216612358
142,754032,The Beatles,543055,Georgie Fame,1.191246216612358
143,754032,The Beatles,560208,Harry Nilsson,1.191246216612358
144,754032,The Beatles,767129,The Heartbeats,2.382492433224716
145,754032,The Beatles,785611,The Dave Clark Five,1.191246216612358
146,754032,The Beatles,816387,Leon Russell,1.191246216612358
147,754032,The Beatles,864209,Neil Diamond,1.191246216612358
148,754032,The Beatles,898828,The Searchers,1.191246216612358
149,754032,The Beatles,921359,The Tremeloes,1.191246216612358
150,24944,Amy Grant,252513,Wayne Watson,2.382492433224716
151,334193,New Order,769444,BjÃ¶rk,1.191246216612358
152,311674,Vanilla Fudge,749970,Ted Nugent,1.191246216612358
153,776576,Israel Houghton,111969,Tye Tribbett,1.191246216612358
154,14724,Paul Brady,781732,Clannad,2.382492433224716
155,305541,Percy Faith,607028,Arthur Lyman,1.191246216612358
156,233862,Mahavishnu Orchestra,74776,Bill Bruford,2.382492433224716
157,233862,Mahavishnu Orchestra,76057,King Crimson,2.382492433224716
158,127369,Ahmad Jamal,423829,Miles Davis,1.191246216612358
159,33161,Sly & the Family Stone,390390,Ohio Players,1.191246216612358
160,33161,Sly & the Family Stone,423829,Miles Davis,2.8381350971865142
161,33161,Sly & the Family Stone,533117,George Clinton,1.191246216612358
162,33161,Sly & the Family Stone,766893,The Isley Brothers,1.191246216612358
163,22928,Steppenwolf,749970,Ted Nugent,1.191246216612358
164,502163,10cc,24152,Sherbet,1.191246216612358
165,129430,Cluster,660507,Giorgio Moroder,2.382492433224716
166,133528,Jo Jo Gunne,327735,REO Speedwagon,1.191246216612358
167,766361,The Go-Betweens,405903,Midnight Oil,1.191246216612358
168,639397,Caetano Veloso,31685,Paul Simon,2.382492433224716
169,639397,Caetano Veloso,195373,CesÃ¡ria Ã‰vora,2.382492433224716
170,317865,Jennifer Lopez,31442,Anastacia,1.191246216612358
171,317865,Jennifer Lopez,751201,ThalÃ­a,2.382492433224716
172,641450,Buddy Collette,9680,Charles Mingus,1.191246216612358
173,188843,Dori Caymmi,95613,Chico Buarque,3.380917696758183
174,188843,Dori Caymmi,191699,Gal Costa,1.6904588483790914
175,188843,Dori Caymmi,781837,AntÃ´nio Carlos Jobim,2.0137527074704766
176,772526,Irma Thomas,59819,Betty Wright,1.191246216612358
177,762288,Big Mama Thornton,303050,Rufus Thomas,2.382492433224716
178,809396,David Grisman,472735,Rhonda Vincent,1.191246216612358
179,608701,Muddy Waters,13511,Sister Rosetta Tharpe,2.382492433224716
180,758208,Beth Orton,237205,Madonna,1.191246216612358
181,942529,Buddy Guy,55128,Bo Diddley,2.382492433224716
182,123345,Claus Ogerman,118493,JoÃ£o Donato,2.8381350971865142
183,149973,Barbara Lynn,491220,The Ronettes,2.382492433224716
184,952794,Harry Belafonte,230886,Roaring Lion,2.382492433224716
185,162269,Faith Hill,9437,SHeDAISY,1.191246216612358
186,686560,Wynonna,162487,Dixie Chicks,1.191246216612358
187,496097,Miriam Makeba,31685,Paul Simon,2.382492433224716
188,496097,Miriam Makeba,411761,Nina Simone,2.382492433224716
189,190946,Lefty Frizzell,184814,Don Gibson,1.191246216612358
190,190946,Lefty Frizzell,314346,Little Jimmy Dickens,1.4190675485932571
191,190946,Lefty Frizzell,562030,Hawkshaw Hawkins,1.191246216612358
192,190946,Lefty Frizzell,941579,Buck Owens,1.191246216612358
193,866786,New York Dolls,234844,Debbie Harry,1.191246216612358
194,332257,Neneh Cherry,385766,Rachelle Ferrell,2.382492433224716
195,96744,Chris Rea,188261,Eric Johnson,1.191246216612358
196,53739,Bette Midler,456896,Michael Crawford,2.8381350971865142
197,745964,The Allman Brothers Band,117844,"Hank Williams, Jr.",2.382492433224716
198,745964,The Allman Brothers Band,806247,Charlie Daniels,2.382492433224716
199,522768,Brooks & Dunn,76561,Billy Ray Cyrus,1.191246216612358
200,522768,Brooks & Dunn,580058,Aaron Tippin,1.191246216612358
201,651796,Gustavo Santaolalla,245250,Juanes,1.191246216612358
202,31263,AndraÃ© Crouch,131681,Pat Boone,2.382492433224716
203,238115,Sam Cooke,577235,The Staple Singers,1.191246216612358
204,31274,Alan Parsons,13755,Starcastle,1.191246216612358
205,414251,Otis Redding,46727,Edwin Starr,1.191246216612358
206,414251,Otis Redding,57124,The Chambers Brothers,1.191246216612358
207,414251,Otis Redding,85410,Billy Joe Royal,2.382492433224716
208,414251,Otis Redding,144458,Curtis Mayfield,1.191246216612358
209,414251,Otis Redding,307461,Van Morrison,2.382492433224716
210,414251,Otis Redding,590285,Billy Preston,1.191246216612358
211,414251,Otis Redding,894531,Otis Clay,1.191246216612358
212,16944,Alpha Blondy,788508,Beenie Man,1.191246216612358
213,62002,Bachman-Turner Overdrive,203008,Rush,1.191246216612358
214,750131,Terri Clark,9437,SHeDAISY,1.191246216612358
215,627250,Buena Vista Social Club,607283,Tito Puente,2.398875293967098
216,627250,Buena Vista Social Club,852665,Poncho Sanchez,3.380917696758183
217,397880,Nick Cave,843607,Peter Hammill,1.191246216612358
218,610880,Brad Paisley,936206,Alabama,1.4190675485932571
219,426564,Ozomatli,245250,Juanes,2.382492433224716
220,770629,Illinois Jacquet,211758,Charlie Parker,1.191246216612358
221,143951,Faron Young,184814,Don Gibson,1.191246216612358
222,143951,Faron Young,941579,Buck Owens,1.191246216612358
223,737886,Enrique Iglesias,245250,Juanes,1.191246216612358
224,737886,Enrique Iglesias,751201,ThalÃ­a,1.191246216612358
225,172642,Joe Mooney,6334,Tony Bennett,1.191246216612358
226,502371,Missy Elliott,546214,Gwen Stefani,2.382492433224716
227,502371,Missy Elliott,869364,Nicole,1.191246216612358
228,74340,Jimmy Raney,245992,Johnny Smith,1.191246216612358
229,74340,Jimmy Raney,248392,Wes Montgomery,1.191246216612358
230,74340,Jimmy Raney,790227,Tal Farlow,1.191246216612358
231,326249,Radiohead,813946,Deftones,1.191246216612358
232,410219,Merle Haggard,46699,The Everly Brothers,2.382492433224716
233,410219,Merle Haggard,117844,"Hank Williams, Jr.",1.191246216612358
234,410219,Merle Haggard,664378,Glen Campbell,1.191246216612358
235,410219,Merle Haggard,806247,Charlie Daniels,1.191246216612358
236,582253,Aaron Neville,85410,Billy Joe Royal,2.382492433224716
237,582253,Aaron Neville,242473,Johnny Adams,2.382492433224716
238,961133,Dave Koz,945711,Candy Dulfer,1.191246216612358
239,492162,The Prodigy,237205,Madonna,2.382492433224716
240,107139,Bootsy Collins,366164,Rick James,1.191246216612358
241,107139,Bootsy Collins,745316,Stanley Clarke,2.382492433224716
242,107139,Bootsy Collins,957296,Herbie Hancock,2.382492433224716
243,744075,Toumani DiabatÃ©,603621,Tinariwen,1.191246216612358
244,744075,Toumani DiabatÃ©,769444,BjÃ¶rk,2.8381350971865142
245,590479,Thin Lizzy,297702,Sammy Hagar,1.191246216612358
246,225948,Dead Can Dance,769444,BjÃ¶rk,1.191246216612358
247,582313,The Zombies,767129,The Heartbeats,2.382492433224716
248,555695,Gipsy Kings,633044,Strunz & Farah,2.8381350971865142
249,287407,Jessica Simpson,831733,Lindsay Lohan,1.191246216612358
250,891575,The Orb,769444,BjÃ¶rk,2.382492433224716
251,170690,Erskine Hawkins,211758,Charlie Parker,1.191246216612358
252,170690,Erskine Hawkins,551815,Gil Evans,1.191246216612358
253,221894,MFSB,829125,Loleatta Holloway,1.191246216612358
254,133832,Clark Terry,397042,Maynard Ferguson,1.4190675485932571
255,133832,Clark Terry,423829,Miles Davis,1.191246216612358
256,199369,Cat Anderson,397042,Maynard Ferguson,1.191246216612358
257,858827,Queen,299471,Scorpions,1.191246216612358
258,127696,Lalah Hathaway,38805,Angie Stone,1.4190675485932571
259,836313,Junior Reid,788508,Beenie Man,1.191246216612358
260,109274,Chris Montez,502774,The Rivieras,1.191246216612358
261,926428,Thomas Dolby,300024,Prefab Sprout,1.191246216612358
262,926428,Thomas Dolby,390532,Oingo Boingo,1.191246216612358
263,451296,Red House Painters,172167,Elliott Smith,1.191246216612358
264,129761,Jimmy Webb,664378,Glen Campbell,2.382492433224716
265,594665,Diana Ross,59819,Betty Wright,1.191246216612358
266,594665,Diana Ross,159214,Dusty Springfield,2.382492433224716
267,617196,Brian Eno,531986,David Bowie,1.191246216612358
268,617196,Brian Eno,840000,Vangelis,2.382492433224716
269,129775,Parliament,533117,George Clinton,1.191246216612358
270,342768,Roscoe Holcomb,81083,Bill Monroe,2.382492433224716
271,342768,Roscoe Holcomb,87113,The Jordanaires,2.382492433224716
272,342768,Roscoe Holcomb,227527,Flatt & Scruggs,2.382492433224716
273,342768,Roscoe Holcomb,334829,Jim & Jesse,2.382492433224716
274,342768,Roscoe Holcomb,577720,The Stanley Brothers,2.382492433224716
275,121590,Jacques Brel,792507,Frank Sinatra,1.4190675485932571
276,762618,Bob Eberly,813392,Dean Martin,1.191246216612358
277,92942,Chic,234844,Debbie Harry,2.382492433224716
278,92942,Chic,531986,David Bowie,2.382492433224716
279,92942,Chic,892823,Mick Jagger,2.382492433224716
280,170770,Erykah Badu,38805,Angie Stone,1.4190675485932571
281,129817,Shabba Ranks,33580,Super Cat,1.191246216612358
282,129817,Shabba Ranks,788508,Beenie Man,1.191246216612358
283,631579,Bruce Cockburn,166785,Dan Fogelberg,1.191246216612358
284,764702,Bill Evans,489316,Oscar Peterson,1.191246216612358
285,764702,Bill Evans,642664,George Shearing,1.4190675485932571
286,764702,Bill Evans,824866,Marian McPartland,1.191246216612358
287,801573,Doris Troy,17748,Patti LaBelle,1.191246216612358
288,467749,Peggy Lee,159214,Dusty Springfield,4.027505414940953
289,279337,Sade,38805,Angie Stone,1.191246216612358
290,279337,Sade,385766,Rachelle Ferrell,2.382492433224716
291,774956,Chris Kenner,677781,Wilson Pickett,1.191246216612358
292,82742,Iris DeMent,372322,Natalie Merchant,2.382492433224716
293,170815,Fred Neil,31685,Paul Simon,2.382492433224716
294,170815,Fred Neil,560208,Harry Nilsson,2.382492433224716
295,170815,Fred Neil,667794,Gordon Lightfoot,1.191246216612358
296,934721,Tom Paxton,69986,Kenny Rogers,2.382492433224716
297,934721,Tom Paxton,175286,Dolly Parton,2.382492433224716
298,934721,Tom Paxton,667794,Gordon Lightfoot,1.191246216612358
299,258882,Jon Secada,166033,Elvis Crespo,2.382492433224716
300,258882,Jon Secada,359026,Ricky Martin,2.382492433224716
301,258882,Jon Secada,673486,Marc Anthony,2.382492433224716
302,258882,Jon Secada,751201,ThalÃ­a,2.382492433224716
303,758601,Blossom Dearie,48816,Bernadette Peters,1.191246216612358
304,758601,Blossom Dearie,345734,Rosemary Clooney,1.4190675485932571
305,758601,Blossom Dearie,855531,Barbra Streisand,1.191246216612358
306,119629,Joe Lovano,18137,Paul Motian,1.4190675485932571
307,119629,Joe Lovano,211483,Charlie Haden,1.4190675485932571
308,234325,Loretta Lynn,127451,Jackie DeShannon,2.382492433224716
309,234325,Loretta Lynn,175286,Dolly Parton,1.191246216612358
310,234325,Loretta Lynn,190632,Dottie West,1.191246216612358
311,234325,Loretta Lynn,788569,Barbara Mandrell,1.191246216612358
312,887638,Michael Hedges,1431398,Will Ackerman,1.191246216612358
313,19297,America,166785,Dan Fogelberg,1.191246216612358
314,37730,Pearl Jam,262794,Hootie & the Blowfish,1.191246216612358
315,37730,Pearl Jam,758630,Better Than Ezra,1.191246216612358
316,330601,Pharoah Sanders,191680,Gato Barbieri,1.191246216612358
317,50034,Gary Moore,188261,Eric Johnson,1.191246216612358
318,1878899,P!nk,831733,Lindsay Lohan,1.191246216612358
319,25462,Tricky,825251,Marilyn Manson,2.382492433224716
320,811897,John Michael Montgomery,162487,Dixie Chicks,1.191246216612358
321,785283,JoÃ£o Gilberto,742899,Stan Getz,2.382492433224716
322,80780,Sheryl Crow,20760,Shelby Lynne,2.382492433224716
323,86927,Kelly Clarkson,469519,Ashley Tisdale,1.191246216612358
324,41874,The Beach Boys,38936,Simon & Garfunkel,1.191246216612358
325,41874,The Beach Boys,213165,Jan & Dean,1.191246216612358
326,41874,The Beach Boys,403184,The Osmonds,1.191246216612358
327,41874,The Beach Boys,560208,Harry Nilsson,1.191246216612358
328,41874,The Beach Boys,664378,Glen Campbell,2.382492433224716
329,41874,The Beach Boys,785611,The Dave Clark Five,1.191246216612358
330,805785,Joe Satriani,7230,Brian May,1.191246216612358
331,359326,Primus,813946,Deftones,1.191246216612358
332,486305,Junior Parker,76881,Jimmy Reed,1.191246216612358
333,486305,Junior Parker,303050,Rufus Thomas,2.8381350971865142
334,486305,Junior Parker,762288,Big Mama Thornton,1.191246216612358
335,930722,Timi Yuro,159214,Dusty Springfield,1.191246216612358
336,834466,Roger McGuinn,294923,Judy Collins,2.382492433224716
337,177060,Janis Joplin,626268,Buffy Sainte-Marie,2.382492433224716
338,830375,Lorraine Ellison,17748,Patti LaBelle,1.191246216612358
339,320426,Tsunami Bomb,154544,Green Day,1.4190675485932571
340,658346,Gil Scott-Heron,271029,Esther Phillips,1.4190675485932571
341,756656,Bert Jansch,31685,Paul Simon,2.382492433224716
342,756656,Bert Jansch,38936,Simon & Garfunkel,2.382492433224716
343,756656,Bert Jansch,89021,Jimmy Page,2.382492433224716
344,361393,Prince,17748,Patti LaBelle,1.4190675485932571
345,154548,Eric Burdon,87597,Ian Hunter,1.191246216612358
346,3099573,Gawvi,275757,Pharrell Williams,2.382492433224716
347,418740,Sex Pistols,842351,Pete Townshend,1.191246216612358
348,320442,Racer X,289177,Sam the Sham & the Pharaohs,1.4190675485932571
349,814036,Davy Graham,38936,Simon & Garfunkel,2.382492433224716
350,814036,Davy Graham,89021,Jimmy Page,2.382492433224716
351,631774,The Byrds,38936,Simon & Garfunkel,1.191246216612358
352,631774,The Byrds,71209,Leonard Cohen,1.191246216612358
353,631774,The Byrds,898828,The Searchers,1.191246216612358
354,652255,Gilberto Gil,195373,CesÃ¡ria Ã‰vora,1.191246216612358
355,175087,Elmer Bernstein,211424,Dick Hyman,2.382492433224716
356,936946,Tommy Makem,272713,Peter Knight,2.8381350971865142
357,148477,Clarence Carter,242473,Johnny Adams,2.382492433224716
358,64509,Bobby Womack,578744,William Bell,1.191246216612358
359,158717,DÃ³ris Monteiro,443997,Sylvia Telles,1.191246216612358
360,762885,Avril Lavigne,469519,Ashley Tisdale,1.191246216612358
361,762885,Avril Lavigne,956973,Hilary Duff,1.191246216612358
362,807949,Underworld,769444,BjÃ¶rk,2.382492433224716
363,347151,Jewel,751201,ThalÃ­a,2.382492433224716
